split,balance,N,classifier,subject,eer,far_at_frr,frr_at_far
session,balanced,50,LDA,s008,0.18280000000000002,0.6960000000000001,0.9739999999999999
session,balanced,50,LDA,s010,0.0688,0.24,0.8160000000000001
session,balanced,50,LDA,s011,0.060399999999999995,0.3888,0.402
session,balanced,50,LDA,s012,0.0752,0.2712,0.776
session,balanced,50,LDA,s013,0.1072,0.38560000000000005,0.8240000000000001
session,balanced,50,LDA,s015,0.18159999999999998,0.68,0.8400000000000001
session,balanced,50,LDA,s016,0.10919999999999999,0.2752,0.79
session,balanced,50,LDA,s017,0.10880000000000001,0.40800000000000003,0.9640000000000001
session,balanced,50,LDA,s018,0.09879999999999999,0.44800000000000006,0.458
session,balanced,50,LDA,s019,0.0824,0.4911999999999999,0.7139999999999999
session,balanced,50,LDA,s020,0.14240000000000003,0.36880000000000007,0.9339999999999999
session,balanced,50,LDA,s021,0.17079999999999998,0.6416,0.9799999999999999
session,balanced,50,LDA,s022,0.026800000000000008,0.0344,0.40199999999999997
session,balanced,50,LDA,s024,0.054400000000000004,0.3384,0.38
session,balanced,50,LDA,s025,0.04880000000000002,0.43599999999999994,0.472
session,balanced,50,LDA,s026,0.23079999999999998,0.7752000000000001,0.998
session,balanced,50,LDA,s027,0.11159999999999999,0.6599999999999999,0.836
session,balanced,50,LDA,s028,0.08680000000000002,0.44720000000000004,0.726
session,balanced,50,LDA,s029,0.1292,0.6808,0.868
session,balanced,50,LDA,s030,0.03480000000000001,0.8464,0.5700000000000001
session,balanced,50,LDA,s031,0.2352,0.7664,0.9059999999999999
session,balanced,50,LDA,s032,0.246,0.8488,0.9560000000000001
session,balanced,50,LDA,s033,0.03640000000000001,0.18319999999999997,0.15399999999999997
session,balanced,50,LDA,s034,0.09199999999999997,0.6759999999999999,0.43000000000000005
session,balanced,50,LDA,s035,0.1296,0.7416,0.742
session,balanced,50,LDA,s036,0.011200000000000002,0.1688,0.01200000000000001
session,balanced,50,LDA,s037,0.18120000000000003,0.5208,0.942
session,balanced,50,LDA,s038,0.0732,0.7727999999999999,0.716
session,balanced,50,LDA,s039,0.07200000000000001,0.6888,0.768
session,balanced,50,LDA,s040,0.066,0.2088,0.614
session,balanced,50,LDA,s041,0.056799999999999996,0.13520000000000001,0.702
session,balanced,50,LDA,s042,0.05199999999999999,0.25680000000000003,0.702
session,balanced,50,LDA,s043,0.034,0.0504,0.26799999999999996
session,balanced,50,LDA,s044,0.0984,0.3496,0.866
session,balanced,50,LDA,s046,0.1244,0.4944,0.9040000000000001
session,balanced,50,LDA,s047,0.10959999999999999,0.7263999999999999,0.5780000000000001
session,balanced,50,LDA,s048,0.1264,0.7424000000000001,0.944
session,balanced,50,LDA,s049,0.0624,0.44960000000000006,0.612
session,balanced,50,LDA,s050,0.1212,0.7784,0.8879999999999999
session,balanced,50,LDA,s051,0.11000000000000001,0.7192000000000001,0.852
session,balanced,50,LDA,s052,0.013200000000000009,0.40800000000000003,0.014000000000000012
session,balanced,50,LDA,s053,0.044,0.396,0.35600000000000004
session,balanced,50,LDA,s054,0.23399999999999999,0.7824000000000001,0.998
session,balanced,50,LDA,s055,0.03960000000000001,0.1296,0.626
session,balanced,50,LDA,s056,0.08279999999999998,0.44000000000000006,0.47400000000000003
session,balanced,50,LDA,s057,0.1648,0.692,0.95
session,balanced,50,Threshold,s002,0.46799999999999997,0.9136,0.6839999999999999
session,balanced,50,Threshold,s003,0.33719999999999994,0.8928,0.978
session,balanced,50,Threshold,s004,0.0984,0.7263999999999999,0.4739999999999999
session,balanced,50,Threshold,s005,0.04760000000000002,0.4,0.30200000000000005
session,balanced,50,Threshold,s007,0.1696,0.82,0.876
session,balanced,50,Threshold,s008,0.1668,0.6712,0.666
session,balanced,50,Threshold,s010,0.036,0.2864,0.08399999999999999
session,balanced,50,Threshold,s011,0.26,0.7392,0.958
session,balanced,50,Threshold,s012,0.08439999999999998,0.3992,0.43200000000000005
session,balanced,50,Threshold,s013,0.1196,0.6272,0.41400000000000003
session,balanced,50,Threshold,s015,0.2244,0.5864,0.95
session,balanced,50,Threshold,s016,0.04480000000000002,0.15439999999999998,0.196
session,balanced,50,Threshold,s017,0.03840000000000002,0.52,0.07999999999999996
session,balanced,50,Threshold,s018,0.21760000000000002,0.9952,0.692
session,balanced,50,Threshold,s019,0.044000000000000025,0.26080000000000003,0.08
session,balanced,50,Threshold,s020,0.244,0.9088,0.8020000000000002
session,balanced,50,Threshold,s021,0.1236,0.7335999999999999,0.578
session,balanced,50,Threshold,s022,0.0144,0.0824,0.020000000000000018
session,balanced,50,Threshold,s024,0.04720000000000002,0.18080000000000002,0.13
session,balanced,50,Threshold,s025,0.07479999999999996,0.9096,0.13
session,balanced,50,Threshold,s026,0.0816,0.488,0.154
session,balanced,50,Threshold,s027,0.07959999999999996,0.8231999999999999,0.22800000000000004
session,balanced,50,Threshold,s028,0.05600000000000003,0.388,0.186
session,balanced,50,Threshold,s029,0.14520000000000002,0.7952,0.48600000000000004
session,balanced,50,Threshold,s030,0.09599999999999999,0.9944,0.21599999999999997
session,balanced,50,Threshold,s031,0.27840000000000004,0.9128000000000001,0.9179999999999999
session,balanced,50,Threshold,s032,0.42560000000000003,0.9416,0.9960000000000001
session,balanced,50,Threshold,s033,0.11279999999999998,0.9591999999999998,0.506
session,balanced,50,Threshold,s034,0.274,0.9016,0.954
session,balanced,50,Threshold,s035,0.2364,0.776,0.626
session,balanced,50,Threshold,s036,0.004800000000000004,0.024,0.008000000000000007
session,balanced,50,Threshold,s037,0.22279999999999997,0.844,0.9780000000000001
session,balanced,50,Threshold,s038,0.0728,0.9488,0.158
session,balanced,50,Threshold,s039,0.08599999999999997,0.9416,0.16
session,balanced,50,Threshold,s040,0.1396,0.9872,0.36
session,balanced,50,Threshold,s041,0.1272,0.6768,0.578
session,balanced,50,Threshold,s042,0.03600000000000003,0.552,0.04800000000000002
session,balanced,50,Threshold,s043,0.02560000000000001,0.7791999999999999,0.08000000000000003
session,balanced,50,Threshold,s044,0.06479999999999998,0.5048,0.22199999999999998
session,balanced,50,Threshold,s046,0.1332,0.8071999999999999,0.4959999999999999
session,balanced,50,Threshold,s047,0.2924,0.9551999999999999,0.914
session,balanced,50,Threshold,s048,0.09159999999999999,0.8583999999999999,0.388
session,balanced,50,Threshold,s049,0.04320000000000003,0.5456,0.06600000000000002
session,balanced,50,Threshold,s050,0.1748,0.8032,0.692
session,balanced,50,Threshold,s051,0.22079999999999997,0.7288,0.958
session,balanced,50,Threshold,s052,0.018000000000000016,0.6896,0.018000000000000016
session,balanced,50,Threshold,s053,0.06919999999999998,0.6824,0.188
session,balanced,50,Threshold,s054,0.0912,0.748,0.8300000000000001
session,balanced,50,Threshold,s055,0.053200000000000025,0.364,0.178
session,balanced,50,Threshold,s056,0.1544,0.6272000000000001,0.732
session,balanced,50,Threshold,s057,0.2512,0.66,0.954
session,balanced,50,Linear SVM,s002,0.22280000000000003,0.9184000000000001,0.9560000000000001
session,balanced,50,Linear SVM,s003,0.04600000000000002,0.16319999999999998,0.22199999999999998
session,balanced,50,Linear SVM,s004,0.08479999999999999,0.5992,0.5640000000000001
session,balanced,50,Linear SVM,s005,0.10159999999999998,0.312,0.9480000000000001
session,balanced,50,Linear SVM,s007,0.12279999999999999,0.6936,0.8899999999999999
session,balanced,50,Linear SVM,s008,0.1588,0.6904,0.874
session,balanced,50,Linear SVM,s010,0.04480000000000001,0.16720000000000002,0.4
session,balanced,50,Linear SVM,s011,0.05200000000000001,0.3024,0.332
session,balanced,50,Linear SVM,s012,0.068,0.09519999999999999,0.8220000000000001
session,balanced,50,Linear SVM,s013,0.11079999999999998,0.3496,0.758
session,balanced,50,Linear SVM,s015,0.1552,0.6519999999999999,0.696
session,balanced,50,Linear SVM,s016,0.1368,0.2624,0.8959999999999999
session,balanced,50,Linear SVM,s017,0.044400000000000016,0.29359999999999997,0.40199999999999997
session,balanced,50,Linear SVM,s018,0.0844,0.5856,0.34400000000000003
session,balanced,50,Linear SVM,s019,0.06080000000000001,0.3944,0.8579999999999999
session,balanced,50,Linear SVM,s020,0.14840000000000003,0.4992,0.982
session,balanced,50,Linear SVM,s021,0.1464,0.8192,0.974
session,balanced,50,Linear SVM,s022,0.027200000000000012,0.0512,0.726
session,balanced,50,Linear SVM,s024,0.055200000000000006,0.2032,0.544
session,balanced,50,Linear SVM,s025,0.0408,0.35840000000000005,0.4619999999999999
session,balanced,50,Linear SVM,s026,0.24559999999999998,0.7632,0.994
session,balanced,50,Linear SVM,s027,0.1272,0.5904,0.9059999999999999
session,balanced,50,Linear SVM,s028,0.07359999999999997,0.2088,0.7380000000000001
session,balanced,50,Linear SVM,s029,0.1236,0.7495999999999999,0.8379999999999999
session,balanced,50,Linear SVM,s030,0.03680000000000001,0.7472000000000001,0.4
session,balanced,50,Linear SVM,s031,0.23399999999999999,0.7256,0.95
session,balanced,50,Linear SVM,s032,0.2384,0.9136,0.9400000000000001
session,balanced,50,Linear SVM,s033,0.027600000000000013,0.3032,0.316
session,balanced,50,Linear SVM,s034,0.08519999999999998,0.6744000000000001,0.45
session,balanced,50,Linear SVM,s035,0.11400000000000002,0.5192,0.476
session,balanced,50,Linear SVM,s036,0.0028000000000000017,0.007200000000000001,0.0020000000000000018
session,balanced,50,Linear SVM,s037,0.16960000000000003,0.5856,0.942
session,balanced,50,Linear SVM,s038,0.0664,0.9296,0.7379999999999999
session,balanced,50,Linear SVM,s039,0.0744,0.8248,0.866
session,balanced,50,Linear SVM,s040,0.08199999999999999,0.1632,0.82
session,balanced,50,Linear SVM,s041,0.072,0.1416,0.616
session,balanced,50,Linear SVM,s042,0.022000000000000006,0.33920000000000006,0.25800000000000006
session,balanced,50,Linear SVM,s043,0.022800000000000004,0.036,0.508
session,balanced,50,Linear SVM,s044,0.07279999999999998,0.1272,0.93
session,balanced,50,Linear SVM,s046,0.11479999999999999,0.4128,0.9119999999999999
session,balanced,50,Linear SVM,s047,0.0948,0.6368,0.47000000000000003
session,balanced,50,Linear SVM,s048,0.11320000000000001,0.6736,0.8880000000000001
session,balanced,50,Linear SVM,s049,0.0504,0.23680000000000004,0.522
session,balanced,50,Linear SVM,s050,0.1312,0.7672000000000001,0.8619999999999999
session,balanced,50,Linear SVM,s051,0.07119999999999999,0.6831999999999999,0.44399999999999995
session,balanced,50,Linear SVM,s052,0.011200000000000007,0.5168000000000001,0.01200000000000001
session,balanced,50,Linear SVM,s053,0.030800000000000015,0.3376,0.13400000000000004
session,balanced,50,Linear SVM,s054,0.1916,0.6776000000000001,0.9879999999999999
session,balanced,50,Linear SVM,s055,0.02320000000000002,0.1368,0.082
session,balanced,50,Linear SVM,s056,0.062,0.42479999999999996,0.386
session,balanced,50,Linear SVM,s057,0.11639999999999999,0.5095999999999999,0.8440000000000001
session,balanced,50,MLP,s002,0.348,0.9143999999999999,0.8460000000000001
session,balanced,50,MLP,s003,0.05840000000000003,0.14800000000000002,0.172
session,balanced,50,MLP,s004,0.10399999999999998,0.884,0.526
session,balanced,50,MLP,s005,0.0792,0.2656,0.9560000000000001
session,balanced,50,MLP,s007,0.13440000000000002,0.7656000000000001,0.952
session,balanced,50,MLP,s008,0.2036,0.6664,0.8859999999999999
session,balanced,50,MLP,s010,0.1296,0.536,0.8140000000000001
session,balanced,50,MLP,s011,0.12039999999999998,0.6472,0.7060000000000001
session,balanced,50,MLP,s012,0.08319999999999998,0.2136,0.852
session,balanced,50,MLP,s013,0.20039999999999997,0.6824,0.8300000000000001
session,balanced,50,MLP,s015,0.1764,0.6432,0.618
session,balanced,50,MLP,s016,0.18439999999999998,0.4072,0.924
session,balanced,50,MLP,s017,0.05000000000000001,0.4031999999999999,0.176
session,balanced,50,MLP,s018,0.1504,0.9304,0.6519999999999999
session,balanced,50,MLP,s019,0.12840000000000001,0.24159999999999998,0.9800000000000001
session,balanced,50,MLP,s020,0.2008,0.8192,0.954
session,balanced,50,MLP,s021,0.1828,0.9544,0.8859999999999999
session,balanced,50,MLP,s022,0.036,0.0512,0.932
session,balanced,50,MLP,s024,0.11199999999999999,0.2928,0.8139999999999998
session,balanced,50,MLP,s025,0.0868,0.7024000000000001,0.664
session,balanced,50,MLP,s026,0.2024,0.6776,0.9639999999999999
session,balanced,50,MLP,s027,0.12719999999999998,0.43439999999999995,0.78
session,balanced,50,MLP,s028,0.08839999999999999,0.43439999999999995,0.704
session,balanced,50,MLP,s029,0.22039999999999998,0.7696,0.908
session,balanced,50,MLP,s030,0.04240000000000001,0.2664,0.454
session,balanced,50,MLP,s031,0.3348,0.744,0.986
session,balanced,50,MLP,s032,0.23879999999999998,0.9480000000000001,0.9099999999999999
session,balanced,50,MLP,s033,0.0528,0.128,0.6719999999999999
session,balanced,50,MLP,s034,0.15719999999999998,0.8488000000000001,0.5319999999999999
session,balanced,50,MLP,s035,0.18520000000000003,0.6167999999999999,0.742
session,balanced,50,MLP,s036,0.014800000000000002,0.024,0.028000000000000004
session,balanced,50,MLP,s037,0.1888,0.6088,0.9559999999999998
session,balanced,50,MLP,s038,0.0736,0.9823999999999999,0.8160000000000001
session,balanced,50,MLP,s039,0.1344,0.9736,0.938
session,balanced,50,MLP,s040,0.074,0.24159999999999998,0.6679999999999999
session,balanced,50,MLP,s041,0.11679999999999999,0.4048,0.85
session,balanced,50,MLP,s042,0.0776,0.31040000000000006,0.6
session,balanced,50,MLP,s043,0.050000000000000024,0.2184,0.6519999999999999
session,balanced,50,MLP,s044,0.09920000000000001,0.2976,0.944
session,balanced,50,MLP,s046,0.09040000000000001,0.4664,0.9179999999999999
session,balanced,50,MLP,s047,0.21480000000000002,0.8320000000000001,0.75
session,balanced,50,MLP,s048,0.1232,0.704,0.8
session,balanced,50,MLP,s049,0.0432,0.0864,0.466
session,balanced,50,MLP,s050,0.2068,0.8528,0.774
session,balanced,50,MLP,s051,0.11080000000000001,0.7232,0.47000000000000003
session,balanced,50,MLP,s052,0.020800000000000006,0.2528,0.21400000000000002
session,balanced,50,MLP,s053,0.092,0.68,0.316
session,balanced,50,MLP,s054,0.1896,0.6632,0.9899999999999999
session,balanced,50,MLP,s055,0.044800000000000006,0.4016,0.20600000000000004
session,balanced,50,MLP,s056,0.0904,0.6672,0.624
session,balanced,50,MLP,s057,0.1264,0.4408,0.5780000000000001
session,balanced,200,k-NN,s002,0.3453790399497033,1.0,1.0
session,balanced,200,k-NN,s003,0.05689478687179779,0.17200000000000001,1.0
session,balanced,200,k-NN,s004,0.058847755000539806,0.16960000000000003,1.0
session,balanced,200,k-NN,s005,0.03930537476614573,0.1352,1.0
session,balanced,200,k-NN,s007,0.1175133003203469,0.8432000000000001,1.0
session,balanced,200,k-NN,s008,0.10154449996271162,0.40800000000000003,1.0
session,balanced,200,k-NN,s010,0.03692937874332192,0.3423999999999999,1.0
session,balanced,200,k-NN,s011,0.07972538711143526,0.7312,0.8140000000000001
session,balanced,200,k-NN,s012,0.050310822100641694,0.1296,1.0
session,balanced,200,k-NN,s013,0.05937226781194878,0.23600000000000004,1.0
session,balanced,200,k-NN,s015,0.09000352121208188,0.5943999999999999,0.8780000000000001
session,balanced,200,k-NN,s016,0.19748767707245637,1.0,0.736
session,balanced,200,k-NN,s017,0.02979815760136128,0.6904000000000001,1.0
session,balanced,200,k-NN,s018,0.0693627723284724,0.5024,0.6839999999999999
session,balanced,200,k-NN,s019,0.025837868200639953,1.0,0.41600000000000004
session,balanced,200,k-NN,s020,0.11578412187045783,1.0,0.882
session,balanced,200,k-NN,s021,0.07624009983602513,0.388,1.0
session,balanced,200,k-NN,s022,0.012152888360246224,0.22000000000000003,0.404
session,balanced,200,k-NN,s024,0.04097604609227251,0.07120000000000001,0.6279999999999999
session,balanced,200,k-NN,s025,0.03923569794050346,0.2088,0.434
session,balanced,200,k-NN,s026,0.10864396076804761,0.364,1.0
session,balanced,200,k-NN,s027,0.04588689524787413,0.148,0.654
session,balanced,200,k-NN,s028,0.03718515280981338,0.18880000000000002,1.0
session,balanced,200,k-NN,s029,0.09918049872824505,0.5327999999999999,1.0
session,balanced,200,k-NN,s030,0.036292830226300934,0.12080000000000002,0.8099999999999999
session,balanced,200,k-NN,s031,0.15096750122692387,0.8168,0.9019999999999999
session,balanced,200,k-NN,s032,0.2116341915597196,0.7904,1.0
session,balanced,200,k-NN,s033,0.022823654839247053,0.0968,0.262
session,balanced,200,k-NN,s034,0.08830887047734873,0.4144,1.0
session,balanced,200,k-NN,s035,0.07829503952342766,0.5968,0.45600000000000007
session,balanced,200,k-NN,s036,0.005946914659854414,0.20400000000000001,0.202
session,balanced,200,k-NN,s037,0.14861522446816566,0.5504,1.0
session,balanced,200,k-NN,s038,0.051504685203591874,0.5376,0.8160000000000001
session,balanced,200,k-NN,s039,0.057863394874830165,0.2432,1.0
session,balanced,200,k-NN,s040,0.04747063959834099,0.4720000000000001,0.674
session,balanced,200,k-NN,s041,0.07186857263378149,0.6824,1.0
session,balanced,200,k-NN,s042,0.026413342030876287,0.5112,0.43000000000000005
session,balanced,200,k-NN,s043,0.02981997489689798,0.054400000000000004,0.808
session,balanced,200,k-NN,s044,0.018287377208647183,0.0432,0.6220000000000001
session,balanced,200,k-NN,s046,0.10360052185206678,0.5976,1.0
session,balanced,200,k-NN,s047,0.07220910244439657,0.5631999999999999,0.712
session,balanced,200,k-NN,s048,0.066602284070527,0.5184,1.0
session,balanced,200,k-NN,s049,0.021681616161616166,0.24559999999999998,0.252
session,balanced,200,k-NN,s050,0.12209939924574069,0.6096,1.0
session,balanced,200,k-NN,s051,0.07514040379984652,0.31839999999999996,1.0
session,balanced,200,k-NN,s052,0.012701386704304252,0.4152,0.40599999999999986
session,balanced,200,k-NN,s053,0.02489765590446706,0.6392,0.618
session,balanced,200,k-NN,s054,0.14877046787625217,0.6688,1.0
session,balanced,200,k-NN,s055,0.0372816755893679,0.0736,1.0
session,balanced,200,k-NN,s056,0.050459957426391686,0.27280000000000004,1.0
session,balanced,200,k-NN,s057,0.09510576243146107,0.34080000000000005,1.0
session,balanced,200,LDA,s002,0.2136,0.8984,0.9180000000000001
session,balanced,200,LDA,s003,0.03360000000000001,0.0688,0.346
session,balanced,200,LDA,s004,0.07719999999999999,0.3344,0.544
session,balanced,200,LDA,s005,0.07719999999999999,0.4024,0.702
session,balanced,200,LDA,s007,0.14120000000000002,0.8135999999999999,0.9359999999999999
session,balanced,200,LDA,s008,0.1456,0.5496000000000001,0.868
session,balanced,200,LDA,s010,0.06080000000000001,0.3512,0.778
session,balanced,200,LDA,s011,0.049600000000000005,0.28959999999999997,0.244
session,balanced,200,LDA,s012,0.0648,0.13440000000000002,0.752
session,balanced,200,LDA,s013,0.0728,0.15119999999999997,0.71
